,barcode,catno,community,country,format,genre,id,label,resource_url,style,thumb,title,type,uri,year
21,[],BL 54007,"{'have': 21, 'want': 2}",US,"['Vinyl', 'LP', 'Compilation', 'Mono']",['Jazz'],492287,['Brunswick'],https://api.discogs.com/masters/492287,"['Swing', 'Big Band']",https://api-img.discogs.com/QjjhLgKGtWgBOU2Ia8GDHi8_VZQ=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-3692636-1340588245-9723.jpeg.jpg,Duke Ellington And His Famous Orchestra* - Early Ellington,master,/Duke-Ellington-And-His-Famous-Orchestra-Early-Ellington/master/492287,1954
22,[],MR 1626,"{'have': 13, 'want': 42}",Brazil,"['Vinyl', 'LP']",['Jazz'],492441,['Rozenblit'],https://api.discogs.com/masters/492441,['Bossa Nova'],https://api-img.discogs.com/U42ueOmdZqZ02fXMVv7eGDbvWpw=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-4652178-1383945748-7520.jpeg.jpg,Johnny Alf - Johnny Alf,master,/Johnny-Alf-Johnny-Alf/master/492441,1965
23,['013431431824'],CCD-4318,"{'have': 9, 'want': 2}",US,"['CD', 'Album']",['Jazz'],492566,['Concord Jazz'],https://api.discogs.com/masters/492566,[],,George Shearing - More Grand Piano,master,/George-Shearing-More-Grand-Piano/master/492566,1987
24,"['SACEM', 'POL 340']",2304 024,"{'have': 59, 'want': 4}",France,"['Vinyl', 'LP', 'Compilation']",['Jazz'],485465,['Verve Records'],https://api.discogs.com/masters/485465,"['Bossa Nova', 'Easy Listening']",https://api-img.discogs.com/Irehx0mCvNKTFYPhlqvD1Nfs4Fc=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-3982394-1351344164-3677.jpeg.jpg,Stan Getz - The Very Best Of Stan Getz,master,/Stan-Getz-The-Very-Best-Of-Stan-Getz/master/485465,
25,[],SE 4066,"{'have': 10, 'want': 4}",US,"['Vinyl', 'LP', 'Album', 'Stereo']",['Jazz'],470238,['MGM Records'],https://api.discogs.com/masters/470238,[],https://api-img.discogs.com/vyNHO3IPW7d4mfHrGSel6cDTYHE=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-3229279-1338785110-1493.jpeg.jpg,Sam Taylor (2) - Mist Of The Orient,master,/Sam-Taylor-Mist-Of-The-Orient/master/470238,1962
26,"['5024792500024', 'IFPI L172', 'IFPI 3023', 'IFPI 3053', '834.517.000.005.A     #1', '834.517.000.006.B     #1', 'manufactured by kdg', 'LC 5417']",GY 5/6,"{'have': 76, 'want': 27}",UK,"['CD', 'Compilation']",['Jazz'],470500,"['Golden Years Of New Jazz', 'Praxis', 'Kdg', 'Golden Years Of New Jazz', 'Golden Years Of New Jazz', 'Orpheus Theater', 'LMC Sound']",https://api.discogs.com/masters/470500,"['Free Jazz', 'Space-Age', 'Contemporary Jazz', 'Free Improvisation']",https://api-img.discogs.com/D_AwkJjJbaA93fQ6_kPrfJmCLgA=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-3490323-1332451517.jpeg.jpg,"Sun Ra Arkestra, The - Live At Praxis '84",master,/Sun-Ra-Arkestra-Live-At-Praxis-84/master/470500,2000
27,"['5 028159 027698', '5028159027698', 'FAI BVOR2769', 'IFPI LP76', 'IFPI 4BA2']",BVOR2769,"{'have': 62, 'want': 16}",UK,"['CD', 'Album']",['Jazz'],1159793,"['Babel', 'The Vortex', 'Babel', 'The Vortex', 'Livingston Studios', 'Livingston Studios', 'The Blue Studio']",https://api.discogs.com/releases/1159793,['Contemporary Jazz'],https://api-img.discogs.com/s2OFtCYU6eHtm4cMPaDj8ghisEc=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1159793-1197041871.jpeg.jpg,Portico Quartet - Knee-Deep In The North Sea,release,/Portico-Quartet-Knee-Deep-In-The-North-Sea/release/1159793,2007
28,['035498019227'],354 980 192-2,"{'have': 61, 'want': 7}",US,"['CD', 'Album']",['Jazz'],1160430,"['Mammoth Records', 'Mammoth Records', 'Mammoth Records', 'Kingsway Studios, New Orleans', 'Overdub Lane', 'Side One Studios', 'The Kitchen']",https://api.discogs.com/releases/1160430,"['Dixieland', 'Swing']",https://api-img.discogs.com/YuKKUqOH6mvX_3ZlCv1wp5fwJZc=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1160430-1197098633.jpeg.jpg,Squirrel Nut Zippers - Christmas Caravan,release,/Squirrel-Nut-Zippers-Christmas-Caravan/release/1160430,1998
29,"['IFPI L047', 'IFPI 1593', 'EMI UDEN 6182302 @ 1 1-1-2-NL']",7087 6 18230 2 8,"{'have': 11, 'want': 1}",Europe,"['CD', 'Promo', 'Single']",['Jazz'],1184702,['Blue Note'],https://api.discogs.com/releases/1184702,['Contemporary Jazz'],https://api-img.discogs.com/SrHYFV3LBVyfNJKjcnjW3j2AymA=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1184702-1390430997-9754.jpeg.jpg,Norah Jones - Sunrise,release,/Norah-Jones-Sunrise/release/1184702,2004
30,[],RA 012,"{'have': 17, 'want': 5}",Germany,"['CD', 'Album']",['Jazz'],1185192,"['Random Acoustics', 'Moosdruck']",https://api.discogs.com/releases/1185192,['Free Improvisation'],https://api-img.discogs.com/aGeQvJNUSI4bnsGwD4VQHmhgGkY=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1185192-1206736767.jpeg.jpg,Gerry Hemingway Quintet - Slamadam,release,/Gerry-Hemingway-Quintet-Slamadam/release/1185192,1995
31,[],AFF 49,"{'have': 0, 'want': 0}",UK,"['Vinyl', 'LP', 'Album', 'Reissue']",['Jazz'],464279,['Affinity'],https://api.discogs.com/masters/464279,"['Contemporary Jazz', 'Cool Jazz']",https://api-img.discogs.com/UGd9X8wAyALOVcITbkyKFQEIwQw=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-3799582-1344895628-2775.jpeg.jpg,Frank Strozier & Booker Little - Waltz Of The Demons,master,/Frank-Strozier-Booker-Little-Waltz-Of-The-Demons/master/464279,1980
32,"['7777-93006-1', 'B1-1-93006 F-1', 'B1-2-93006 F-1']",B1-93006,"{'have': 1, 'want': 3}",US,"['Vinyl', 'LP', 'Album']",['Jazz'],464495,['Blue Note'],https://api.discogs.com/masters/464495,['Hard Bop'],https://api-img.discogs.com/Sq7TOmr2qMnP6f5Db21cM9pUFA8=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2988705-1310604904.jpeg.jpg,Out Of The Blue (3) - Spiral Staircase,master,/Out-Of-The-Blue-Spiral-Staircase/master/464495,1989
33,[],JAZZPUU-11,"{'have': 37, 'want': 81}",Finland,"['Vinyl', 'LP', 'Reissue']",['Jazz'],1151371,['Jazzpuu'],https://api.discogs.com/releases/1151371,"['Free Jazz', 'Jazz-Rock', 'Modal']",https://api-img.discogs.com/5Kidf-wfLgwx_FhgnweXoo33KTs=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1151371-1196278483.jpeg.jpg,Eero Koivistoinen - For Children,release,/Eero-Koivistoinen-For-Children/release/1151371,2007
34,['GEMA'],Ring 01024/5/6,"{'have': 30, 'want': 50}",Germany,"['Vinyl', 'LP', 'Album', 'Box Set']",['Jazz'],1142159,['Ring Records'],https://api.discogs.com/releases/1142159,['Free Jazz'],https://api-img.discogs.com/wLLmMO7igtu4EQ_iJTX0IPgAfag=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1142159-1367700831-6027.jpeg.jpg,Anthony Braxton Creative Music Orchestra - RBN----3° K12 (Pour Orchestre),release,/Anthony-Braxton-Creative-Music-Orchestra-RBN-3-K12-Pour-Orchestre/release/1142159,1972
35,[],9022,"{'have': 7, 'want': 0}",Belgium,"['Vinyl', 'LP', 'Compilation']",['Jazz'],1513665,['Fun'],https://api.discogs.com/releases/1513665,['Swing'],https://api-img.discogs.com/mW6MPZEiOu0oNpCcpT-ncvLLIN0=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1513665-1225274569.jpeg.jpg,Glenn Miller - Glenn Miller Greatest Hits,release,/Glenn-Miller-Glenn-Miller-Greatest-Hits/release/1513665,
36,[],R-15005,"{'have': 10, 'want': 0}",US,"['Vinyl', 'LP', 'Compilation']",['Jazz'],1514048,"['Ranwood', 'Ranwood Records, Inc']",https://api.discogs.com/releases/1514048,['Big Band'],https://api-img.discogs.com/FGFffVcRQUKs8mBgrbxAgSVcbfI=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1514048-1225297656.jpeg.jpg,Lawrence Welk & Myron Floren - 24 Of The World's Greatest Polkas,release,/Lawrence-Welk-Myron-Floren-24-Of-The-Worlds-Greatest-Polkas/release/1514048,
37,['077779715923'],CDP 7 97159 2,"{'have': 10, 'want': 0}",Canada,"['CD', 'Album']",['Jazz'],658702,['Blue Note'],https://api.discogs.com/masters/658702,"['Fusion', 'Smooth Jazz']",https://api-img.discogs.com/sWREwbwM1xjoAQykBuBWpaMm2hQ=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-5403972-1392512341-9784.jpeg.jpg,Stanley Jordan - Stolen Moments,master,/Stanley-Jordan-Stolen-Moments/master/658702,1991
38,"['(A): CO 35459', '(B): CCO 4544']",37059,"{'have': 4, 'want': 0}",US,"['Shellac', '10""', '78 RPM']",['Jazz'],658719,['Columbia'],https://api.discogs.com/masters/658719,['Big Band'],https://api-img.discogs.com/7j2GiyxwwRGcjgfUCJagPeIEwQs=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2609682-1293028848.jpeg.jpg,Woody Herman And His Orchestra - Blowin' Up A Storm / Fan It,master,/Woody-Herman-Blowin-Up-A-Storm-Fan-It/master/658719,1946
39,[],UPF-171,"{'have': 88, 'want': 8}",US,"['Vinyl', 'LP', 'Compilation']",['Jazz'],1514884,['UpFront Records'],https://api.discogs.com/releases/1514884,['Contemporary Jazz'],https://api-img.discogs.com/ezqyO1rrDAihREuEBTWLn0wOJDI=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1514884-1301424728.jpeg.jpg,Miles Davis - My Old Flame,release,/Miles-Davis-My-Old-Flame/release/1514884,
40,[],SO - 83698,"{'have': 1, 'want': 0}",Italy,"['Shellac', '10""', '78 RPM']",['Jazz'],1515483,"['Odeon', 'Odeon']",https://api.discogs.com/releases/1515483,[],https://api-img.discogs.com/UARNdiUyki0nQSIKuNemKquItWw=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1515483-1225390535.jpeg.jpg,"Vincent Lopez E La Sua Pennsylvania Hotel Orchestra* - A Cup Of Coffee, A Sandwich And You / Who ?",release,/Vincent-Lopez-E-La-Sua-Pennsylvania-Hotel-Orchestra-A-Cuo-Of-Coffee-A-Sandwich-And-You-Who-/release/1515483,
41,[],WH-0258-2,"{'have': 3, 'want': 2}",US,"['CD', 'Album']",['Jazz'],1456896,['Wide Hive Records'],https://api.discogs.com/releases/1456896,"['Post Bop', 'Contemporary Jazz']",https://api-img.discogs.com/ZFTsdoc_ZdltlJ7VdO_8RTf4bY8=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1456896-1221132462.jpeg.jpg,Phil Ranelin - Inspiration,release,/Phil-Ranelin-Inspiration/release/1456896,2004
42,[],7243 8 45397 2 6,"{'have': 6, 'want': 1}",US,"['CD', 'Compilation']",['Jazz'],1459965,"['Virgin Records America, Inc.']",https://api.discogs.com/releases/1459965,"['Fusion', 'Easy Listening']",https://api-img.discogs.com/aP84hFDsbBzIcJr2xe3SI2MVpT8=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1459965-1221367490.jpeg.jpg,Various - Instrumental Moods,release,/Various-Instrumental-Moods/release/1459965,1997
43,[],7243 4 95701 2 2,"{'have': 6, 'want': 1}",Europe,"['CD', 'Compilation']",['Jazz'],1460260,['Blue Note'],https://api.discogs.com/releases/1460260,[],https://api-img.discogs.com/qh8W53FclYeQgqL_ZKEFDoK-5yU=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1460260-1221887792.jpeg.jpg,Various - The Blue Note Years: The New Era 1975 - 1998,release,/Various-The-Blue-Note-Years-The-New-Era-1975-1998/release/1460260,1999
44,[],GTR-0003,"{'have': 5, 'want': 2}",Canada,"['CD', 'Album']",['Jazz'],1495750,['Guitarchives'],https://api.discogs.com/releases/1495750,['Post Bop'],https://api-img.discogs.com/xOMEi2G_bg6UKnd9RYb5mEBaMbo=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1495750-1417802405-8440.jpeg.jpg,Tal Farlow & Lenny Breau - Chance Meeting,release,/Tal-Farlow-Lenny-Breau-Chance-Meeting/release/1495750,1997
45,[],500 113,"{'have': 2, 'want': 1}",France,"['Vinyl', 'LP']",['Jazz'],1494517,"['Vogue', 'Jazz Legacy']",https://api.discogs.com/releases/1494517,['Swing'],https://api-img.discogs.com/iLpIMmdwTDjghRRCiM8lLzVSwzE=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1494517-1384097008-9559.jpeg.jpg,Sidney Bechet / Teddy Buckner - Parisian Encounter,release,/Sidney-Bechet-Teddy-Buckner-Parisian-Encounter/release/1494517,1982
46,[],IEBI1049,"{'have': 1, 'want': 0}",Europe,"['CD', 'Album']",['Jazz'],1494562,"['Weton-Wesgram', 'Flex Media Entertainment', 'Centurion Jazz', 'Ibiza Entertainment S.L.']",https://api.discogs.com/releases/1494562,['Swing'],https://api-img.discogs.com/pSWx-SKekbnhA4J_zgQtusheaCg=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1494562-1223930538.jpeg.jpg,Woody Herman - Woody Herman,release,/Woody-Herman-Woody-Herman/release/1494562,2004
47,"['AV - INT + 1009 + A  OR', 'AVE - INT + 1009 + B  OR', 'MCPS', 'BIEM']",AV.INT.1009,"{'have': 29, 'want': 2}",UK,"['Vinyl', 'LP', 'Compilation']",['Jazz'],670294,"['Avenue International', 'Avenue Record (Sales) Ltd', 'Orlake Records', 'Herman Darewski Music Publishing Co Ltd.', 'Chappell & Co.', 'Boosey & Hawkes', 'B. Feldman', 'P. Maurice Music', 'Francis, Day & Hunter', 'E. H. Morris', 'KPM Music Ltd.', 'J. H. Larway', 'L. Wright & Co', 'James Upton Ltd.']",https://api.discogs.com/masters/670294,['Big Band'],https://api-img.discogs.com/miFsy1yYjsVz5empLtvl_IhWDpA=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-3890682-1348241685-2935.jpeg.jpg,Tommy Dorsey And His Orchestra - The Big Band Sound Of Tommy Dorsey & His Orchestra,master,/Tommy-Dorsey-And-His-Orchestra-The-Big-Band-Sound-Of-Tommy-Dorsey-His-Orchestra/master/670294,1974
48,[],2C 008-62116,"{'have': 0, 'want': 1}",France,"['Vinyl', '7""']",['Jazz'],1453176,['Arista'],https://api.discogs.com/releases/1453176,"['Hard Bop', 'Jazz-Rock']",https://api-img.discogs.com/Cq5c4_ayHMP_Zxkxx9q-ddFbM5k=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1453176-1220876904.jpeg.jpg,"Brecker Brothers, The - East River / Petals",release,/Brecker-Brothers-East-River-Petals/release/1453176,1977
49,"['X4342', 'X4343', 'X4344', '55-EP-319', '55-EP-320', '55-EP-321', '55-EP-322', '55-EP-323', '55-EP-324']",X3293,"{'have': 20, 'want': 3}",US,"['Vinyl', '7""', '45 RPM', 'EP', 'Album']",['Jazz'],638317,"['MGM Records', 'MGM Records']",https://api.discogs.com/masters/638317,['Easy Listening'],https://api-img.discogs.com/oNhxdBreDdYJN4Vb7YA6LOtMqVI=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-5054538-1405397121-4752.jpeg.jpg,George Shearing Quintet* - Shearing In Hi-Fi,master,/George-Shearing-Quintet-Shearing-In-Hi-Fi/master/638317,1955
0,[],ST 959,"{'have': 16, 'want': 6}",UK,"['Vinyl', 'LP', 'Album', 'Stereo']",['Jazz'],638362,"['Capitol Records', 'Electric & Musical Industries Ltd.', 'E.M.I. Records Limited']",https://api.discogs.com/masters/638362,['Easy Listening'],https://api-img.discogs.com/_6DgUAvID0uHuU82ylmTZAUK7Xs=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-5258008-1388917290-1405.jpeg.jpg,Les Brown And His Band Of Renown - Concert Modern,master,/Les-Brown-And-His-Band-Of-Renown-Concert-Modern/master/638362,1958
1,[],JNLP014/S,"{'have': 11, 'want': 81}",Australia,"['Vinyl', 'LP', 'Album']",['Jazz'],1497415,['Jazznote'],https://api.discogs.com/releases/1497415,"['Jazz-Funk', 'Modal']",https://api-img.discogs.com/BpxD3-GutbdMph-pLL5DEr72k_k=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1497415-1330066886.jpeg.jpg,"Alan Lee Jazz Quintet And Friends, The* - The Smilor",release,/Alan-Lee-Jazz-Quintet-and-Friends-Smilor-The/release/1497415,1974
2,[],CSRP 8371,"{'have': 3, 'want': 0}",US,"['Vinyl', 'LP']",['Jazz'],1497679,['Columbia'],https://api.discogs.com/releases/1497679,['Big Band'],https://api-img.discogs.com/uCWwOyaWpf0eXf0y5z3kegDH8vg=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1497679-1224163330.jpeg.jpg,Sammy Kaye - Dancing On A Silken Cloud,release,/Sammy-Kaye-Dancing-On-A-Silken-Cloud/release/1497679,
3,"['7-122,584', '7-122,593']",32691,"{'have': 3, 'want': 1}",US,"['Vinyl', '7""', '45 RPM']",['Jazz'],660341,"['Decca', 'MCA Inc.', 'Wilderness Music Publishing Co. Inc.', ""Papa Joe's Music House, Inc.""]",https://api.discogs.com/masters/660341,['Easy Listening'],https://api-img.discogs.com/MBz50z8B8Hr6WoJN7euNUqsdOAc=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-5324395-1400443171-2659.jpeg.jpg,Lenny Dee (2) - Rock Me Back To Little Rock / Sweet 'N Sassy,master,/Lenny-Dee-Rock-Me-Back-To-Little-Rock-Sweet-N-Sassy/master/660341,1970
4,['5708574361729'],16171CD,"{'have': 1, 'want': 0}",Europe,"['CD', 'Compilation']",['Jazz'],660822,['ELAP Music Ltd.'],https://api.discogs.com/masters/660822,"['Big Band', 'Swing']",https://api-img.discogs.com/d9NKWa1B0FDB4HhlxoVxDaML4NQ=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-4276332-1360486653-2197.jpeg.jpg,"Glenn Miller Orchestra, The - The Legend Lives On",master,/Glenn-Miller-Orchestra-The-Legend-Lives-On/master/660822,1997
5,[],MCD-47087-2,"{'have': 4, 'want': 1}",US,"['CD', 'Compilation', 'Remastered']",['Jazz'],661159,"['Milestone Records', 'Plaza Sound Studios']",https://api.discogs.com/masters/661159,['Post Bop'],https://api-img.discogs.com/QpjZJ75sFHmNVC4z7vdrLUx4g0g=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1794541-1393960509-8488.jpeg.jpg,Julian Priester & Walter Benton - Out Of This World,master,/Julian-Priester-Walter-Benton-Out-Of-This-World/master/661159,2001
6,"['ZTSP 22450', 'ZTSP 22451']",NJB-45-101,"{'have': 0, 'want': 0}",US,"['Vinyl', '7""', '45 RPM']",['Jazz'],1515793,['National Juke Box'],https://api.discogs.com/releases/1515793,['Big Band'],https://api-img.discogs.com/wRPZGPZ7jkCmHCPYISrRcpKi4xE=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1515793-1284000432.jpeg.jpg,"Bob Chester & His Orchestra* - Daddy From Georgia Way / Early, Early, Early In The Morning",release,/Bob-Chester-His-Orchestra-Daddy-From-Georgia-Way-Early-Early-Early-In-The-Morning/release/1515793,
7,[],SJ-73219,"{'have': 6, 'want': 2}",US,"['Vinyl', 'LP', 'Album']",['Jazz'],638610,['Intima Records'],https://api.discogs.com/masters/638610,[],https://api-img.discogs.com/MC2YMZo2Rfy_wMHulgyhuc_HOcE=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-4856652-1377628500-2768.jpeg.jpg,Windows (3) - Windows,master,/Windows-Windows/master/638610,1987
8,['0 7822-19785-7 6'],AS1-9785,"{'have': 5, 'want': 5}",US,"['Vinyl', '7""', 'Single', '45 RPM']",['Jazz'],638627,['Arista'],https://api.discogs.com/masters/638627,"['Easy Listening', 'Smooth Jazz']",https://api-img.discogs.com/FC4KBwt1TLmipRgVJffparJthVM=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2886213-1318202633.jpeg.jpg,Kenny G (2) - We've Saved The Best For Last / Silhouette,master,/Kenny-G-Weve-Saved-The-Best-For-Last-Silhouette/master/638627,1988
9,[],enja 2010,"{'have': 17, 'want': 47}",Germany,"['Vinyl', 'LP', 'Album']",['Jazz'],638780,['Enja Records'],https://api.discogs.com/masters/638780,['Free Jazz'],https://api-img.discogs.com/vspT9Apj-KrqFISNcJ-Mbj6IafU=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-5262111-1389007177-8642.jpeg.jpg,"Terumasa Hino, Heinz Sauer, Peter Warren, Pierre Favre - Vibrations",master,/Terumasa-Hino-Heinz-Sauer-Peter-Warren-Pierre-Favre-Vibrations/master/638780,1971
10,['5 012206 700412'],A 675-1,"{'have': 4, 'want': 0}",USA & Canada,"['Vinyl', 'LP', 'Album']",['Jazz'],639024,"['Headfirst', 'K-tel International (USA), Inc.', 'PDO, USA', 'K-tel International (USA), Inc.', 'ERA International, Ltd.', 'Dominion Entertainment, Inc.', 'Dominion Entertainment, Inc.', 'Crystal Sound']",https://api.discogs.com/masters/639024,['Cool Jazz'],https://api-img.discogs.com/BzI1fqq7IDvM5yxvw8QNS5cfBYA=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-3978122-1351193823-6539.jpeg.jpg,Rick Zunigar - New Frontier,master,/Rick-Zunigar-New-Frontier/master/639024,1989
11,"['(F-1816)', '(F-1817)']",3284,"{'have': 9, 'want': 10}",US,"['Vinyl', 'LP']",['Jazz'],639101,['Fantasy'],https://api.discogs.com/masters/639101,"['Space-Age', 'Latin Jazz']",https://api-img.discogs.com/ktXnPSZr1XaEUvAKr5GJVrq_wxY=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2309272-1362188310-8256.jpeg.jpg,Korla Pandit - Latin Holiday,master,/Korla-Pandit-Latin-Holiday/master/639101,
12,"['RVG BN-45-1650-A  9M', 'RVG BN-45-1650-B  9M']",45-1650,"{'have': 5, 'want': 22}",US,"['Vinyl', '7""', '45 RPM', 'Single']",['Jazz'],639334,"['Blue Note', 'Van Gelder Studio, Hackensack, New Jersey']",https://api.discogs.com/masters/639334,['Bop'],https://api-img.discogs.com/M_6hDWAw_heVuzOfGotQt6_digQ=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-5205137-1387399491-3070.jpeg.jpg,Miles Davis - The Leap,master,/Miles-Davis-The-Leap/master/639334,1956
13,[],6034 061,"{'have': 5, 'want': 1}",Finland,"['Vinyl', '7""']",['Jazz'],1478016,['Philips'],https://api.discogs.com/releases/1478016,"['Dixieland', 'Swing']",https://api-img.discogs.com/qB_pv7kTWW8-e50Wrezm99C9uYY=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1478016-1222677379.jpeg.jpg,Kalle* - Kouluun - Kouluun / Kun Hihna Päälle Jää,release,/Kalle-Kouluun-Kouluun-Kun-Hihna-P%C3%A4%C3%A4lle-J%C3%A4%C3%A4/release/1478016,1975
14,"['0 077779 910618', 'B1-99106-1', 'B1-99106-2']",B1 99106,"{'have': 159, 'want': 99}",UK & Europe,"['Vinyl', 'LP', 'Compilation']",['Jazz'],1535126,"['Blue Note', 'Blue Note', 'Blue Break Beats']",https://api.discogs.com/releases/1535126,"['Soul-Jazz', 'Jazz-Funk']",https://api-img.discogs.com/7T9p1PjF1oRq5siSBPvKd8XxyA4=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1535126-1301714070.jpeg.jpg,Various - Blue Break Beats (You Gotta Hear Blue Note To Dig Def Jam),release,/Various-Blue-Break-Beats-You-Gotta-Hear-Blue-Note-To-Dig-Def-Jam/release/1535126,1992
